Team,Year,Contest (Average),AveragePoints,Contest (First),FirstPct,Contest (Top 5),Top5Pct
Glenwood,2010,C Ladder,NA,C Ladder,0,C Ladder,0
Elsmere,2010,C Ladder,NA,C Ladder,0,C Ladder,0
New Hyde Park,2010,C Ladder,0.23,C Ladder,0,C Ladder,0.5
Sayville,2010,C Ladder,NA,C Ladder,0,C Ladder,0
South Hempstead,2010,C Ladder,0.02,C Ladder,0,C Ladder,0
Deerfield,2010,C Ladder,NA,C Ladder,0,C Ladder,0
Louisville,2010,C Ladder,NA,C Ladder,0,C Ladder,0
Spencerport,2010,C Ladder,0.00,C Ladder,0,C Ladder,0.1
Hicksville,2010,C Ladder,NA,C Ladder,0,C Ladder,0
Main-Transit,2010,C Ladder,0.00,C Ladder,0,C Ladder,0
Copiague,2010,C Ladder,0.05,C Ladder,0,C Ladder,0
Coram,2010,C Ladder,NA,C Ladder,0,C Ladder,0
Point Pleasant,2010,C Ladder,NA,C Ladder,0,C Ladder,0
Norfolk,2010,C Ladder,NA,C Ladder,0,C Ladder,0
Copenhagen,2010,C Ladder,NA,C Ladder,0,C Ladder,0
Islip Terrace,2010,C Ladder,NA,C Ladder,0,C Ladder,0
Baldwin,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Bay Shore,2011,C Ladder,0.14,C Ladder,0,C Ladder,0
Brentwood,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Carle Place,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Central Islip,2011,C Ladder,2.53,C Ladder,0,C Ladder,0.1
Clayton,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Copenhagen,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Copiague,2011,C Ladder,0.34,C Ladder,0,C Ladder,0
Coram,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Cutchogue,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Deer Park,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Deerfield,2011,C Ladder,NA,C Ladder,0,C Ladder,0
East Islip,2011,C Ladder,0.59,C Ladder,0,C Ladder,4
Elmont,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Elsmere,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Farmingville,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Freeport,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Glenwood,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Great Bend,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Hempstead Yellow Hornets,2011,C Ladder,0.15,C Ladder,0,C Ladder,0
Henrietta,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Hicksville,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Islip,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Levittown,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Lindenhurst,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Main-Transit,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Manhasset-Lakeville,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Medford,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Miller Place,2011,C Ladder,NA,C Ladder,0,C Ladder,0
New Hyde Park,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
North Babylon,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
North Bellmore,2011,C Ladder,NA,C Ladder,0,C Ladder,0
North Lindenhurst,2011,C Ladder,0.88,C Ladder,0,C Ladder,0
Oyster Bay TB,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Patchogue,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Point Pleasant,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Port Washington,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Riverhead,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Rockville Centre WDL,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Roslyn,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Saint James,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Sayville,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Sea Breeze,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Selden,2011,C Ladder,NA,C Ladder,0,C Ladder,0
Spencerport,2011,C Ladder,NA,C Ladder,0,C Ladder,0
West Hempstead,2011,C Ladder,0.06,C Ladder,0,C Ladder,0
West Sayville,2011,C Ladder,1.98,C Ladder,9.2,C Ladder,31.2
Westbury,2011,C Ladder,0.00,C Ladder,0,C Ladder,0
Deerfield,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Sayville,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Islip,2012,C Ladder,0.58,C Ladder,0,C Ladder,0
Riverhead,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Elsmere,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Lake Placid,2012,C Ladder,NA,C Ladder,0,C Ladder,0
North Babylon,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Bay Shore,2012,C Ladder,0.19,C Ladder,0,C Ladder,0
Saint James,2012,C Ladder,0.03,C Ladder,0,C Ladder,0
Coram,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Henrietta,2012,C Ladder,0.00,C Ladder,0,C Ladder,0
North Lindenhurst,2012,C Ladder,0.21,C Ladder,0,C Ladder,0
East Islip,2012,C Ladder,1.46,C Ladder,0,C Ladder,0
Glenwood,2012,C Ladder,NA,C Ladder,0,C Ladder,0
East Farmingdale,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Main-Transit,2012,C Ladder,0.00,C Ladder,0,C Ladder,0
Copiague,2012,C Ladder,0.01,C Ladder,0,C Ladder,0
Hicksville,2012,C Ladder,0.00,C Ladder,0,C Ladder,0
Sheridan Park,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Baldwin,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Cutchogue,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Great Bend,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Deer Park,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Carle Place,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Levittown,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Oyster Bay TB,2012,C Ladder,NA,C Ladder,0,C Ladder,0
West Sayville,2012,C Ladder,1.11,C Ladder,0,C Ladder,1.8
Port Washington,2012,C Ladder,0.00,C Ladder,0,C Ladder,0
Copenhagen,2012,C Ladder,NA,C Ladder,0,C Ladder,0
West Hempstead,2012,C Ladder,0.10,C Ladder,0,C Ladder,0
Point Pleasant,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Louisville,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Manhasset-Lakeville,2012,C Ladder,NA,C Ladder,0,C Ladder,0
North Bellmore,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Brentwood,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Central Islip,2012,C Ladder,2.89,C Ladder,0,C Ladder,0
New Hyde Park,2012,C Ladder,0.01,C Ladder,0,C Ladder,0
Westbury,2012,C Ladder,0.05,C Ladder,0,C Ladder,0
Roslyn,2012,C Ladder,0.02,C Ladder,0,C Ladder,0
West Islip,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Clayton,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Spencerport,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Lindenhurst,2012,C Ladder,0.11,C Ladder,0,C Ladder,0
Selden,2012,C Ladder,NA,C Ladder,0,C Ladder,0
Bay Shore,2014,C Ladder,0.23,C Ladder,0,C Ladder,0
Levittown,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Selden,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Baldwin,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Deerfield,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Henrietta,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Clayton,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Louisville,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Amityville,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Brentwood,2014,C Ladder,NA,C Ladder,0,C Ladder,0
West Islip,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Hicksville,2014,C Ladder,0.00,C Ladder,0,C Ladder,0
Elmont,2014,C Ladder,NA,C Ladder,0,C Ladder,0
North Babylon,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Oyster Bay TB,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Babylon,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Glenwood,2014,C Ladder,NA,C Ladder,0,C Ladder,0
North Greece,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Point Pleasant,2014,C Ladder,0.00,C Ladder,0,C Ladder,0
Sea Breeze,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Manhasset-Lakeville,2014,C Ladder,0.00,C Ladder,0,C Ladder,0
North Lindenhurst,2014,C Ladder,0.18,C Ladder,0,C Ladder,0.7
Riverhead,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Westbury,2014,C Ladder,0.00,C Ladder,0,C Ladder,0
Deer Park,2014,C Ladder,0.00,C Ladder,0,C Ladder,0
Islip,2014,C Ladder,1.00,C Ladder,0,C Ladder,0
East Farmingdale,2014,C Ladder,NA,C Ladder,0,C Ladder,0
North Bellmore,2014,C Ladder,0.00,C Ladder,0,C Ladder,0
Sayville,2014,C Ladder,NA,C Ladder,0,C Ladder,0
West Carthage,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Spencerport,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Main-Transit,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Great Bend,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Copenhagen,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Elsmere,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Hempstead Yellow Hornets,2014,C Ladder,0.52,C Ladder,0,C Ladder,0
Farmingville,2014,C Ladder,NA,C Ladder,0,C Ladder,0
Rockville Centre WDL,2014,C Ladder,NA,C Ladder,0,C Ladder,0
New Hyde Park,2014,C Ladder,0.00,C Ladder,0,C Ladder,0
Roslyn,2014,C Ladder,0.00,C Ladder,0,C Ladder,0
West Hempstead,2014,C Ladder,0.04,C Ladder,0,C Ladder,0
Port Washington,2014,C Ladder,0.00,C Ladder,0,C Ladder,0
Lindenhurst,2014,C Ladder,0.08,C Ladder,0,C Ladder,0
Copiague,2014,C Ladder,0.08,C Ladder,0,C Ladder,0
East Islip,2014,C Ladder,1.01,C Ladder,0,C Ladder,0
West Sayville,2014,C Ladder,0.19,C Ladder,0,C Ladder,0
Central Islip,2014,C Ladder,1.93,C Ladder,0,C Ladder,0
Westbury,2015,C Ladder,0.00,C Ladder,0,C Ladder,0
Manhasset-Lakeville,2015,C Ladder,0.00,C Ladder,0,C Ladder,0
Selden,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Sea Breeze,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Carle Place,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Brentwood,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Spencerport,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Levittown,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Rockville Centre WDL,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Baldwin,2015,C Ladder,NA,C Ladder,0,C Ladder,0
West Islip,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Cutchogue,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Merrick BE,2015,C Ladder,0.02,C Ladder,0,C Ladder,0
Main-Transit,2015,C Ladder,NA,C Ladder,0,C Ladder,0
North Lindenhurst,2015,C Ladder,0.36,C Ladder,0,C Ladder,0
Clayton,2015,C Ladder,NA,C Ladder,0,C Ladder,0
East Farmingdale,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Riverhead,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Islip,2015,C Ladder,0.88,C Ladder,0,C Ladder,0.8
Hempstead Yellow Hornets,2015,C Ladder,0.00,C Ladder,0,C Ladder,0
Deer Park,2015,C Ladder,0.00,C Ladder,0,C Ladder,0
Elsmere,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Roslyn,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Copenhagen,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Great Bend,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Henrietta,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Hicksville,2015,C Ladder,0.00,C Ladder,0,C Ladder,0
Sayville,2015,C Ladder,NA,C Ladder,0,C Ladder,0
North Bellmore,2015,C Ladder,0.00,C Ladder,0,C Ladder,0
Port Washington,2015,C Ladder,0.04,C Ladder,0,C Ladder,0
Farmingville,2015,C Ladder,0.00,C Ladder,0,C Ladder,0
West Hempstead,2015,C Ladder,0.09,C Ladder,0,C Ladder,0
New Hyde Park,2015,C Ladder,0.04,C Ladder,0,C Ladder,0
Miller Place,2015,C Ladder,NA,C Ladder,0,C Ladder,0
East Islip,2015,C Ladder,0.00,C Ladder,0,C Ladder,0
Point Pleasant,2015,C Ladder,0.00,C Ladder,0,C Ladder,0
Central Islip,2015,C Ladder,3.51,C Ladder,0.1,C Ladder,6.3
Lindenhurst,2015,C Ladder,0.11,C Ladder,0,C Ladder,0
West Sayville,2015,C Ladder,0.14,C Ladder,0,C Ladder,0
Bay Shore,2015,C Ladder,0.05,C Ladder,0,C Ladder,0
Copiague,2015,C Ladder,0.01,C Ladder,0,C Ladder,0
Roslyn,2013,C Ladder,0.01,C Ladder,0,C Ladder,0
Sayville,2013,C Ladder,NA,C Ladder,0,C Ladder,0
East Islip,2013,C Ladder,0.26,C Ladder,0,C Ladder,0
Coram,2013,C Ladder,NA,C Ladder,0,C Ladder,0
East Farmingdale,2013,C Ladder,NA,C Ladder,0,C Ladder,0
West Hempstead,2013,C Ladder,0.66,C Ladder,0,C Ladder,0
Westbury,2013,C Ladder,0.00,C Ladder,0,C Ladder,0
Henrietta,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Port Washington,2013,C Ladder,0.03,C Ladder,0,C Ladder,0
Carle Place,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Manhasset-Lakeville,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Glenwood,2013,C Ladder,NA,C Ladder,0,C Ladder,0
West Islip,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Saint James,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Babylon,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Amityville,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Cutchogue,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Rocky Point,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Clayton,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Great Bend,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Selden,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Deerfield,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Baldwin,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Levittown,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Riverhead,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Copiague,2013,C Ladder,0.00,C Ladder,0,C Ladder,0
Deer Park,2013,C Ladder,0.00,C Ladder,0,C Ladder,0
New Hyde Park,2013,C Ladder,0.04,C Ladder,0,C Ladder,0
Oyster Bay TB,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Brentwood,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Central Islip,2013,C Ladder,2.70,C Ladder,0,C Ladder,4.4
Spencerport,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Lake Placid,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Copenhagen,2013,C Ladder,NA,C Ladder,0,C Ladder,0
North Bellmore,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Hempstead Yellow Hornets,2013,C Ladder,0.00,C Ladder,0,C Ladder,0
Main-Transit,2013,C Ladder,0.00,C Ladder,0,C Ladder,0
North Lindenhurst,2013,C Ladder,0.51,C Ladder,0,C Ladder,0
Rockville Centre WDL,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Farmingville,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Hicksville,2013,C Ladder,0.66,C Ladder,0,C Ladder,0
Lindenhurst,2013,C Ladder,0.03,C Ladder,0,C Ladder,0
Bay Shore,2013,C Ladder,0.45,C Ladder,0,C Ladder,0
Point Pleasant,2013,C Ladder,NA,C Ladder,0,C Ladder,0
West Sayville,2013,C Ladder,0.32,C Ladder,0,C Ladder,0
Islip,2013,C Ladder,0.50,C Ladder,0,C Ladder,1.4
Rocky Point,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Medford,2015,C Ladder,NA,C Ladder,0,C Ladder,0
Bellmore,2013,C Ladder,NA,C Ladder,0,C Ladder,0
Brentwood,1996,C Hose,NA,C Hose,0,C Hose,0
Westbury,1996,C Hose,0.00,C Hose,0,C Hose,0
Coram,1996,C Hose,NA,C Hose,0,C Hose,0
Ilion,1996,C Hose,NA,C Hose,0,C Hose,0
New Hyde Park,1996,C Hose,1.06,C Hose,0,C Hose,0
Deerfield,1996,C Hose,NA,C Hose,0,C Hose,0
Port Washington,1996,C Hose,NA,C Hose,0,C Hose,0
East Islip,1996,C Hose,0.05,C Hose,0,C Hose,0
Hempstead Flukes,1996,C Hose,0.01,C Hose,0,C Hose,0
Cutchogue,1996,C Hose,0.16,C Hose,0,C Hose,0
Selden,1996,C Hose,NA,C Hose,0,C Hose,0
Oyster Bay TB,1996,C Hose,NA,C Hose,0,C Hose,0
Point Pleasant,1996,C Hose,NA,C Hose,0,C Hose,0
Bay Shore,1996,C Hose,0.12,C Hose,0,C Hose,0
Sayville,1996,C Hose,NA,C Hose,0,C Hose,0
Islip,1996,C Hose,0.00,C Hose,0,C Hose,0
Roslyn,1996,C Hose,NA,C Hose,0,C Hose,0
Patchogue,1996,C Hose,0.82,C Hose,0,C Hose,0
Clayton,1996,C Hose,NA,C Hose,0,C Hose,0
Spencerport,1996,C Hose,NA,C Hose,0,C Hose,0
East Farmingdale,1996,C Hose,NA,C Hose,0,C Hose,0
Holbrook,1996,C Hose,NA,C Hose,0,C Hose,0
Barnard,1996,C Hose,NA,C Hose,0,C Hose,0
Levittown,1996,C Hose,NA,C Hose,0,C Hose,0
Central Islip,1996,C Hose,0.00,C Hose,0,C Hose,0
Inwood,1996,C Hose,NA,C Hose,0,C Hose,0
Hamlin,1996,C Hose,NA,C Hose,0,C Hose,0
Carle Place,1996,C Hose,0.00,C Hose,0,C Hose,0
Hewlett,1996,C Hose,NA,C Hose,0,C Hose,0
Merrick,1996,C Hose,NA,C Hose,0,C Hose,0
Manhasset-Lakeville,1996,C Hose,NA,C Hose,0,C Hose,0
Syosset,1996,C Hose,NA,C Hose,0,C Hose,0
Riverhead,1996,C Hose,NA,C Hose,0,C Hose,0
Wyandanch,1996,C Hose,NA,C Hose,0,C Hose,0
North Babylon,1996,C Hose,NA,C Hose,0,C Hose,0
West Islip,1996,C Hose,0.00,C Hose,0,C Hose,0
Union Hose,1996,C Hose,NA,C Hose,0,C Hose,0
West Carthage,1996,C Hose,NA,C Hose,0,C Hose,0
Lindenhurst,1996,C Hose,0.00,C Hose,0,C Hose,0
Hempstead Yellow Hornets,1996,C Hose,0.04,C Hose,0,C Hose,0
Sea Breeze,1996,C Hose,NA,C Hose,0,C Hose,0
Henrietta,1996,C Hose,NA,C Hose,0,C Hose,0
Main-Transit,1996,C Hose,NA,C Hose,0,C Hose,0
Lake Placid,1996,C Hose,NA,C Hose,0,C Hose,0
Bayport,1996,C Hose,0.00,C Hose,0,C Hose,0
West Hempstead,1996,C Hose,NA,C Hose,0,C Hose,0
Elmont,1996,C Hose,0.00,C Hose,0,C Hose,0
Hicksville,1996,C Hose,NA,C Hose,0,C Hose,0
Freeport,1996,C Hose,NA,C Hose,0,C Hose,0
North Lindenhurst,1996,C Hose,0.72,C Hose,0,C Hose,0
West Sayville,1996,C Hose,0.87,C Hose,0,C Hose,0
North Bellmore,1996,C Hose,0.00,C Hose,0,C Hose,0
Saint James,1996,C Hose,0.06,C Hose,0,C Hose,0
East Islip,1997,C Hose,0.00,C Hose,0,C Hose,0
Farmingville,1997,C Hose,NA,C Hose,0,C Hose,0
Port Washington,1997,C Hose,0.11,C Hose,0,C Hose,0
Syosset,1997,C Hose,NA,C Hose,0,C Hose,0
New Hyde Park,1997,C Hose,0.33,C Hose,0,C Hose,0
Riverhead,1997,C Hose,0.00,C Hose,0,C Hose,0
Merrick,1997,C Hose,0.00,C Hose,0,C Hose,0
Clayton,1997,C Hose,NA,C Hose,0,C Hose,0
Mineola,1997,C Hose,NA,C Hose,0,C Hose,0
Oyster Bay TB,1997,C Hose,0.00,C Hose,0,C Hose,0
South Hempstead,1997,C Hose,0.00,C Hose,0,C Hose,0
Coram,1997,C Hose,NA,C Hose,0,C Hose,0
Hempstead Flukes,1997,C Hose,0.00,C Hose,0,C Hose,0
Selden,1997,C Hose,NA,C Hose,0,C Hose,0
Glenwood,1997,C Hose,NA,C Hose,0,C Hose,0
Barnard,1997,C Hose,NA,C Hose,0,C Hose,0
Central Islip,1997,C Hose,0.20,C Hose,0,C Hose,0
Carle Place,1997,C Hose,NA,C Hose,0,C Hose,0
Holbrook,1997,C Hose,NA,C Hose,0,C Hose,0
Farmingdale,1997,C Hose,NA,C Hose,0,C Hose,0
Hewlett,1997,C Hose,NA,C Hose,0,C Hose,0
East Farmingdale,1997,C Hose,NA,C Hose,0,C Hose,0
Westbury,1997,C Hose,NA,C Hose,0,C Hose,0
Wyandanch,1997,C Hose,NA,C Hose,0,C Hose,0
Deerfield,1997,C Hose,NA,C Hose,0,C Hose,0
Hempstead Yellow Hornets,1997,C Hose,0.10,C Hose,0,C Hose,0
Inwood,1997,C Hose,NA,C Hose,0,C Hose,0
Hamlin,1997,C Hose,NA,C Hose,0,C Hose,0
Cutchogue,1997,C Hose,NA,C Hose,0,C Hose,0
Lake Placid,1997,C Hose,NA,C Hose,0,C Hose,0
North Bellmore,1997,C Hose,0.00,C Hose,0,C Hose,0
North Babylon,1997,C Hose,NA,C Hose,0,C Hose,0
Copiague,1997,C Hose,NA,C Hose,0,C Hose,0
Baldwin,1997,C Hose,NA,C Hose,0,C Hose,0
West Sayville,1997,C Hose,0.07,C Hose,0,C Hose,0
Roslyn,1997,C Hose,NA,C Hose,0,C Hose,0
Brentwood,1997,C Hose,NA,C Hose,0,C Hose,0
West Islip,1997,C Hose,NA,C Hose,0,C Hose,0
Manhasset-Lakeville,1997,C Hose,0.00,C Hose,0,C Hose,0
Lindenhurst,1997,C Hose,0.00,C Hose,0,C Hose,0
Hicksville,1997,C Hose,NA,C Hose,0,C Hose,0
Levittown,1997,C Hose,NA,C Hose,0,C Hose,0
Spencerport,1997,C Hose,0.00,C Hose,0,C Hose,0
Bay Shore,1997,C Hose,0.05,C Hose,0,C Hose,0
Patchogue,1997,C Hose,0.36,C Hose,0,C Hose,0
Bayport,1997,C Hose,NA,C Hose,0,C Hose,0
East Norwich,1997,C Hose,NA,C Hose,0,C Hose,0
Sea Breeze,1997,C Hose,NA,C Hose,0,C Hose,0
West Hempstead,1997,C Hose,0.01,C Hose,0,C Hose,0
Elmont,1997,C Hose,NA,C Hose,0,C Hose,0
Saint James,1997,C Hose,0.03,C Hose,0,C Hose,0
Islip Terrace,1997,C Hose,NA,C Hose,0,C Hose,0
Main-Transit,1997,C Hose,NA,C Hose,0,C Hose,0
North Lindenhurst,1997,C Hose,0.43,C Hose,0,C Hose,0
Point Pleasant,1997,C Hose,NA,C Hose,0,C Hose,0
North Lindenhurst,1998,C Hose,0.73,C Hose,0,C Hose,0.1
Sea Breeze,1998,C Hose,NA,C Hose,0,C Hose,0
West Carthage,1998,C Hose,NA,C Hose,0,C Hose,0
Syosset,1998,C Hose,NA,C Hose,0,C Hose,0
Black River,1998,C Hose,NA,C Hose,0,C Hose,0
Roslyn,1998,C Hose,0.00,C Hose,0,C Hose,0
Hempstead Yellow Hornets,1998,C Hose,0.09,C Hose,0,C Hose,0
Barnard,1998,C Hose,NA,C Hose,0,C Hose,0
Holbrook,1998,C Hose,NA,C Hose,0,C Hose,0
Hagerman,1998,C Hose,NA,C Hose,0,C Hose,0
South Hempstead,1998,C Hose,0.06,C Hose,0,C Hose,0
Oyster Bay TB,1998,C Hose,0.00,C Hose,0,C Hose,0
Port Washington,1998,C Hose,NA,C Hose,0,C Hose,0
Clayton,1998,C Hose,NA,C Hose,0,C Hose,0
Islip,1998,C Hose,0.00,C Hose,0,C Hose,0
New Hyde Park,1998,C Hose,0.12,C Hose,0,C Hose,0
West Islip,1998,C Hose,NA,C Hose,0,C Hose,0
Riverhead,1998,C Hose,NA,C Hose,0,C Hose,0
Lindenhurst,1998,C Hose,0.00,C Hose,0,C Hose,0
Saint James,1998,C Hose,0.00,C Hose,0,C Hose,0
Selden,1998,C Hose,NA,C Hose,0,C Hose,0
Copenhagen,1998,C Hose,NA,C Hose,0,C Hose,0
Cutchogue,1998,C Hose,0.02,C Hose,0,C Hose,0
Farmingville,1998,C Hose,NA,C Hose,0,C Hose,0
Central Islip,1998,C Hose,0.00,C Hose,0,C Hose,0
Bay Shore,1998,C Hose,0.18,C Hose,0,C Hose,0
Hicksville,1998,C Hose,0.00,C Hose,0,C Hose,0
Hamlin,1998,C Hose,NA,C Hose,0,C Hose,0
Great Neck,1998,C Hose,NA,C Hose,0,C Hose,0
Kendall,1998,C Hose,NA,C Hose,0,C Hose,0
Islip Terrace,1998,C Hose,NA,C Hose,0,C Hose,0
Carle Place,1998,C Hose,NA,C Hose,0,C Hose,0
Coram,1998,C Hose,NA,C Hose,0,C Hose,0
Patchogue,1998,C Hose,0.23,C Hose,0,C Hose,0.3
Henrietta,1998,C Hose,NA,C Hose,0,C Hose,0
Baldwin,1998,C Hose,NA,C Hose,0,C Hose,0
Point Pleasant,1998,C Hose,NA,C Hose,0,C Hose,0
Bayport,1998,C Hose,0.00,C Hose,0,C Hose,0
Wyandanch,1998,C Hose,NA,C Hose,0,C Hose,0
West Sayville,1998,C Hose,2.52,C Hose,0,C Hose,0
Main-Transit,1998,C Hose,NA,C Hose,0,C Hose,0
Spencerport,1998,C Hose,NA,C Hose,0,C Hose,0
Copiague,1998,C Hose,0.01,C Hose,0,C Hose,0
Lake Placid,1998,C Hose,NA,C Hose,0,C Hose,0
Elmont,1998,C Hose,0.00,C Hose,0,C Hose,0
West Hempstead,1998,C Hose,NA,C Hose,0,C Hose,0
Manhasset-Lakeville,1998,C Hose,0.05,C Hose,0,C Hose,0.3
Westbury,1998,C Hose,NA,C Hose,0,C Hose,0
Merrick,1998,C Hose,0.01,C Hose,0,C Hose,0
East Islip,1998,C Hose,0.17,C Hose,0,C Hose,0
Mineola,1998,C Hose,NA,C Hose,0,C Hose,0
Brentwood,1998,C Hose,NA,C Hose,0,C Hose,0
North Bellmore,1998,C Hose,0.00,C Hose,0,C Hose,0
East Farmingdale,1998,C Hose,NA,C Hose,0,C Hose,0
North Babylon,1998,C Hose,NA,C Hose,0,C Hose,0
Deerfield,1998,C Hose,NA,C Hose,0,C Hose,0
Hewlett,1998,C Hose,NA,C Hose,0,C Hose,0
Elmont,1999,C Hose,0.05,C Hose,0,C Hose,0
New Hyde Park,1999,C Hose,0.09,C Hose,0.1,C Hose,0.4
Oyster Bay TB,1999,C Hose,0.00,C Hose,0,C Hose,0
